Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References1,References2
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Portunus trituberculatus,Gazami crab,2.31,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Scylla paramamosain,Mud crab,1.64,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Scylla serrata,Mangrove crab,2.10,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Thalamita edwardsi,Crab,2.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarides herklotsii,Slipper lobster,6.82,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarides latus,Slipper lobster,6.99,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarus arctus,Slipper lobster,2.02,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarus pygmaeus,Slipper lobster,1.94,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Varunidae,Eriocheir sinensis,Chinese mitten crab,2.29,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Etisus laevimanus,Mud crab,2.50,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Eurypanopeus depressus,Mud crab,2.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Eurypanopeus depressus,Mud crab,3.01,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Menippe mercenaria,Stone crab,2.66,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Neopanope sp.,Mud crab,2.66,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Neopanope texana,Texas mud crab,2.87,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Xantho incisus,Crab,4.92,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Xantho pilipes,Crab,11.77,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia crystallorophias,Ice krill,32.89,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia crystallorophias,Ice krill,35.60,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia frigida,Krill,34.74,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia frigida,Krill,34.93,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia superba,Antarctic krill,48.53,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia superba,Antarctic krill,48.96,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia triacantha,Krill,27.56,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia triacantha,Krill,30.06,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes norvegica,Northern krill,18.75,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Meganyctiphanes norvegica,Northern krill,20.00,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa sp.,Krill,12.52,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa sp.,Krill,12.77,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Armadillidiidae,Armadillidium sp.,Pill bug,2.35,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Armadillidiidae,Armadillidium vulgare,Pill bug,1.96,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,Caecidotea forbesi,Freshwater isopod,1.90,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,Caecidotea racovitzae,Freshwater isopod,1.71,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Cirolanidae,Unknown sp.,Marine isopod,2.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Cymothoidae,Nerocila munda,Parasitic isopod,8.82,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Family,Unknown sp.,Terrestrial isopod,5.70,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Ligiidae,Ligia hawaiensis,Sea roach,3.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Ligiidae,Ligia occidentalis,Western sea roach,3.30,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Oniscidae,Oniscus asellus,Sow bug,8.60,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Porcellionidae,Porcellio scaber,Sow bug,5.65,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Porcellionidae,Porcellio spinicornis,Sow bug,3.56,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma destructor,Marine isopod,6.79,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Isopoda,Sphaeromatidae,Unknown sp.,Marine isopod,2.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Stomatopoda,Pseudosquillidae,Pseudosquilla ciliata,Mantis shrimp,10.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Stomatopoda,Squillidae,Squilla empusa,Mantis shrimp,5.95,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Candonidae,Candocyprinotus ovatus,Ostracode,0.80,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Candonidae,Candona rectangulata,Ostracode,0.46,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Bradleystrandesia reticulata,Ostracode,1.06,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Bradleystrandesia splendida,Ostracode,3.13,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypricercini sp.,Ostracode,0.70,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypriconcha alba,Ostracode,1.22,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypridopsis vidua,Ostracode,0.71,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Cypris pubera,Ostracode,0.88,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris glaucus,Ostracode,0.71,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens,Ostracode,0.82,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens (3n),Ostracode,1.11,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Heterocypris incongruens (4n),Ostracode,1.42,,FD,EP,V,"Turgeon, J. and P.D.N. Hebert (1994). Evolutionary interactions between sexual and all-female taxa of Cyprinotus (Ostracoda: Cyprididae). Evolution 48: 1855-1865.",,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Sarscypridopsis aculeata,Ostracode,0.48,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyprididae,Spirocypris horridus,Ostracode,1.16,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyproidinae,Cyprois marginata,Ostracode,1.47,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Cyproidinae,Cyprois occidentalis,Ostracode,2.25,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Loxoconchidae,Loxoconcha sp.,Ostracode,0.70,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Podocopida,Notodromadidae,Notodromas monacha,Ostracode,0.87,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Arthropoda,Crustacea,Ostracoda,Unknown,Unknown,Unknown sp.,Ostracode,1.03,,FD,EP,V,P.D.N. Hebert. Unpublished Data,,
Mollusca,,Bivalvia,Arcoida,Arcidae,Anadara broughtoni,Ark,1.45,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Arcoida,Arcidae,Arca boucardi,Ark,1.66,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Myoida,Myidae,Mya arenaria,Softshell clam,1.40,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Mytiloida,Mytilidae,Modiolus kurilensis,Horsemussel,3.40,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Mytiloida,Mytilidae,Mytilus grayanus,Mussel,2.11,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Mytiloida,Mytilidae,Mytilus trossulus,Foolish mussel,1.29,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Pectinoida,Pectinidae,Mizuhopecten yessoensis,Yesso scallop,1.69,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Veneroida,Corbiculidae,Corbicula japonica,Clam,1.93,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Veneroida,Mactidae,Spisula sachalinensis,Sakhalin surf clam,1.41,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Veneroida,Veneridae,Callithaca adamsi,Clam,1.97,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Bivalvia,Veneroida,Veneridae,Dosinia japonica,Dosinia,2.02,,FIA,NE,CG,"Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis alabamensis,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis catenaria dislocata,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis floridensis,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis livescens,Great Lakes horn snail,2.10,40.00,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis proxima,Snail,2.10,34.00,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Goniobasis simplex,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Io fluvialis,Spiny river snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Juga hemphilli,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Leptoxis (Mudalia) carinata,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Leptoxis praerosa,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Lithasia duttoniana,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Lithasia verrucosa,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Pleurocera acuta,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Pleurocera canaliculatum,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Gastropoda,Neotaenioglossa,Pleuroceridae,Pleurocera unciale,Snail,2.10,,FCM,MC,"HS, V","Dillon, R.T. (1989). Karyotypic evolution in pleurocerid snails. I. Genomic DNA estimated by flow cytometry. Malacologia 31: 197-203.",
Mollusca,,Aplacophora,Cavibelonia,Epinemiidae,Epimenia babai,Solenogastre,0.76,,FIA,MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Aplacophora,Cavibelonia,Proneomeniidae,Unknown sp. 3,Solenogastre,0.55,,"FIA,FCM",MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Aplacophora,Cavibelonia,Proneomeniidae,Unknown sp. 4,Solenogastre,0.61,,FCM,MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Aplacophora,Cavibelonia,Uncertain,Unknown sp. 1,Solenogastre,0.65,,"FIA,FCM",MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Aplacophora,Cavibelonia,Uncertain,Unknown sp. 2,Solenogastre,0.63,,"FIA,FCM",MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Aplacophora,Neomeniamorpha,Neomeniidae,Neomenia permagna,Solenogastre,0.30,,FIA,MC,"GD,OM","Kocot, K.M., N.W. Jeffery, K. Mulligan, K.M. Halanych, and T.R. Gregory (2016). Genome size estimates for Aplacophora, Polyplacophora and Scaphopoda: small solenogasters and sizeable scaphopods. Journal of Molluscan Studies 82: 216-219.",
Mollusca,,Bivalvia,Mytiloida,Mytilidae,Bathymodiolus azoricus,Mussel,1.90,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",
Mollusca,,Bivalvia,Mytiloida,Mytilidae,Bathymodiolus thermophilus,Mussel,1.27,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",
Mollusca,,Bivalvia,Ostreoida,Ostreidae,Crassostrea gigas,Pacific oyster,0.65,,FCM,"MC, MT","GD, DR","Zhang, G., X. Fang, X. Guo, L. Li, R. Luo, F. Xu, P. Yang, L. Zhang, X. Wang, H. Qi, Z. Xiong, H. Que, Y. Xie, P.W.H. Holland, J. Paps, Y. Zhu, F. Wu, Y. Chen, J. Wang, C. Peng, J. Meng, L. Yang, J. Liu, B. Wen, N. Zhang, Z. Huang, Q. Zhu, Y. Feng, A. Mou",
Mollusca,,Bivalvia,Pterioida,Pteriidae,Pinctada fucata,Pearl oyster,1.18,28.00,FCM,S,"TR, OL, DR","Takeuchi, T., T. Kawashima, R. Koyanagi, F. Gyoja, M. Tanaka, T. Ikuta, E. Shoguchi, M. Fujiwara, C. Shinzato, K. Hisata, M. Fujie, T. Usami, K. Nagai, K. Maeyama, K. Okamoto, H. Aoki, T. Ishikawa, T. Masaoka, A. Fujiwara, K. Endo, H. Endo, H. Nagasawa, S",
Mollusca,,Bivalvia,Veneroida,Sphaeriidae,Pisidium chilense,Pill clam,2.01,,FIA,G,GD,"Jara-Seguel, P., E. Parada, S. Peredo, C. Palmo-Rojas, and E. von Brand (2010). Nuclear DNA content in two Chilean species of Pisidium (Veneroida: Sphaeriidae). Journal of Shellfish Research 29: 101-106.",
Mollusca,,Bivalvia,Veneroida,Sphaeriidae,Pisidium huillichum,Pill clam,1.18,,FIA,G,GD,"Jara-Seguel, P., E. Parada, S. Peredo, C. Palmo-Rojas, and E. von Brand (2010). Nuclear DNA content in two Chilean species of Pisidium (Veneroida: Sphaeriidae). Journal of Shellfish Research 29: 101-106.",
