Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Arthropoda,Crustacea,Malacostraca,Decapoda,Hippidae,Emerita analoga,Pacific sand crab,3.01,,FD,TS,GD,"Vaughn, J.C. and R.D. Locy (1969). Changing nuclear histone patterns during development, III. The deoxyribonucleic acid content of spermatogenic cells in the crab Emerita analoga. Journal of Histochemistry and Cytochemistry 17: 591-600.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Hippolytidae,Bythocaris irene,Deep-sea shrimp,38.47,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Hippolytidae,Eualus gaimardii,Circumpolar eualid,16.97,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Hippolytidae,Spirontocaris spinus,Parrot shrimp,13.22,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Leucosiidae,Randallia ornata,Purple globe crab,1.65,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Majidae,Libinia emarginata,Spider crab,2.21,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Majidae,Libinia emarginata,Spider crab,2.30,,BCA,TS,BT,"Vaughn, J.C. (1975). DNA reassociation kinetics and chromosome structure in the crabs Cancer borealis and Libinia emarginata. Chromosoma 50: 243-257.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Majidae,Libinia sp.1,Spider crab,4.55,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Majidae,Libinia sp.2,Spider crab,3.90,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Majidae,Maja crispata,Spiny crab,3.88,,FCM,C,MGP,"Fafandel, M., N. Bihari, Smodlaka, and S. Ravlic (2008). Hemocytes/coelomocytes DNA content in five marine invertebrates: cell cycles and genome sizes. Biologia 63: 730-736.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Menippidae,Menippe mercenaria,Florida stone crab,1.80,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Nephropidae,Homarus americanus,American lobster,4.40,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Nephropidae,Homarus americanus,American lobster,4.75,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Nephropidae,Homarus gammarus,European lobster,4.25,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Nephropidae,Nephrops norvegicus,Norway lobster,4.90,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Ocypode ceratophthalmus,Ghost crab,2.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca crennulata,Fiddler crab,1.96,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca pugilator,Fiddler crab,2.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca pugilator,Fiddler crab,2.28,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca sp.1,Fiddler crab,1.82,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca sp.2,Fiddler crab (smaller),2.98,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Ocypodidae,Uca sp.3,Fiddler crab (larger),4.01,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Oplophoridae,Hymenodora sp.,Atlantic deep-sea shrimp,38.00,,FD,NS,NS,"Dixon, D.R., L.R.J. Dixon, P.L. Pascoe, and J.T. Wilson (2001). Chromosomal and nuclear characteristics of deep-sea hydrothermal-vent organisms: correlates of increased growth rate. Marine Biology 139: 251-255.",D.R. Dixon. Personal Communication,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Calcinus laevimanus,Hermit crab,5.70,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Calcinus latens,Hermit crab,4.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Clibanarius vittatus,Green hermit crab,3.01,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Clibanarius zebra,Hermit crab,2.90,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Dardanus gemmatus,Anemone hermit crab,8.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Pagurus longicarpus,Long-clawed hermit crab,5.01,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Pagurus pollicaris,Flat-clawed hermit crab,4.34,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Pagurus samuelis,Blue-handed hermit crab,7.60,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Paguridae,Petrochirus diogenes,Giant red hermit crab,4.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Macrobrachium acanthurus,Cinnamon river shrimp,6.48,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Macrobrachium grandimanus,Hawaiian prawn,8.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Macrobrachium lar,Tahitian prawn,7.30,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Macrobrachium ohione,Ohio shrimp,22.16,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Palaemon debilis,Grass shrimp,8.20,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Palaemon serratus,Common prawn,10.21,,FCM,MC,PSV,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Palaemonetes kadiakensis,Grass shrimp,7.91,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Palaemonetes pugio,Daggerblade grass shrimp,4.35,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palaemonidae,Palaemonetes sp.,Grass shrimp,10.42,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Jasus edwardsii,Red rock lobster,5.01,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Jasus frontalis,Juan Fernandez rock lobster,4.66,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Jasus novaehollandiae,Southern rock lobster,5.33,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Palinurus elephas,Common spiny lobster,4.27,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Palinurus mauritanicus,Pink spiny lobster,3.15,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Palinuridae,Panulirus argus,Spiny lobster,5.55,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Pandalidae,Pandalus montagui,Pink shrimp,8.53,,FCM,G,GD,"Rees, D.J., C. Belzile, H. Glemet, and F. Dufresne (2008). Large genomes among caridean shrimp. Genome 51: 159-163.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Farfantepenaeus aztecus,Panaeid shrimp,2.95,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Litopenaeus vanname,Pacific white shrimp,2.50,,FCM,HE,HS,"Chow, S., W.J. Dougherty, and P.A. Sandifer (1990). Meiotic chromosome complements and nuclear DNA contents of four species of shrimps of the genus Penaeus. Journal of Crustacean Biology 10: 29-36.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Marsupenaeus japonicus,Kuruma prawn,2.83,,FCM,G,GD,"Libertini, A., M. Panozzo, and T. Scovacricchi (1990). Nuclear DNA content in Penaeus kerathurus (Forskal, 1775) and P. japonicus Bate, 1888 (Crustacea, Decapoda). 25th European Marine Biology Symposium E.M.B.S., Ferrara, Italy, Sept. 10-15 : .",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Melicertus kerathurus,Caramote prawn,2.89,,FCM,G,GD,"Libertini, A., M. Panozzo, and T. Scovacricchi (1990). Nuclear DNA content in Penaeus kerathurus (Forskal, 1775) and P. japonicus Bate, 1888 (Crustacea, Decapoda). 25th European Marine Biology Symposium E.M.B.S., Ferrara, Italy, Sept. 10-15 : .",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus aztecus,Brown shrimp,2.44,,FCM,HE,HS,"Chow, S., W.J. Dougherty, and P.A. Sandifer (1990). Meiotic chromosome complements and nuclear DNA contents of four species of shrimps of the genus Penaeus. Journal of Crustacean Biology 10: 29-36.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus duorarum,Pink shrimp,2.37,,FCM,HE,HS,"Chow, S., W.J. Dougherty, and P.A. Sandifer (1990). Meiotic chromosome complements and nuclear DNA contents of four species of shrimps of the genus Penaeus. Journal of Crustacean Biology 10: 29-36.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus duorarum,Pink shrimp,2.59,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus duorarum,Pink shrimp,3.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus marginatus,Aloha prawn,2.40,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus monodon,Black tiger shrimp,2.53,,FCM,HE,HS,Alex Hon Tsen Yu (2007). Unpublished data.,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Penaeidae,Penaeus setiferus,White shrimp,2.51,,FCM,HE,HS,"Chow, S., W.J. Dougherty, and P.A. Sandifer (1990). Meiotic chromosome complements and nuclear DNA contents of four species of shrimps of the genus Penaeus. Journal of Crustacean Biology 10: 29-36.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Porcellanidae,Petrolisthes galathinus,Lined porcelain crab,2.10,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Porcellanidae,Pisidia longicornis,Long-clawed porcelain crab,8.29,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Porcellanidae,Porcellana platycheles,Broad-clawed porcelain crab,7.60,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,Atlantic blue crab,2.35,,SCF,HC,GD,"Jiminez, A.G., S.T. Kinsey, R.M. Dillaman, and D.F. Kapraun (2010). Nuclear DNA content variation associated with muscle fiber hypertrophic growth in decapod crustaceans. Genome 53: 161-171.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,Blue crab,1.90,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,Blue crab,2.14,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Carcinus maenas,Common shore crab,1.24,,FCM,MC,PH,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Carcinus maenas,Green crab,1.07,,FIA,HE,GD,T.R. Gregory. Unpublished Data,,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Charybdis japonica,Asian paddle crab,2.33,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Necora puber,Velvet swimming crab,15.17,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Portunus trituberculatus,Gazami crab,2.31,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Scylla paramamosain,Mud crab,1.64,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Scylla serrata,Mangrove crab,2.10,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Portunidae,Thalamita edwardsi,Crab,2.00,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarides herklotsii,Slipper lobster,6.82,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarides latus,Slipper lobster,6.99,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarus arctus,Slipper lobster,2.02,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Scyllaridae,Scyllarus pygmaeus,Slipper lobster,1.94,,FCM,AG,AA,"Deiana, A.M., A. Cau, E. Coluccia, R. Cannas, A. Milia, S. Salvadori, and A. Libertini (1999). Genome size and AT-DNA content in thirteen species of decapoda. In: Crustaceans and the Biodiversity Crisis, edited by F.R. Schram and J.C. von Vaupel Klein. Ko",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Varunidae,Eriocheir sinensis,Chinese mitten crab,2.29,,FCM,HC,GD,"Liu, L., Z. Cui, C. Song, Y. Liu, M. Hiu, and C. Wang (2016). Flow cytometric analysis of DNA content for four commercially important crabs in China. Acta Oceanologica Sinica 35: 7-11.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Etisus laevimanus,Mud crab,2.50,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Eurypanopeus depressus,Mud crab,2.80,,FD,WB,NS (V),"Bachmann, K. and E.L. Rheinsmith (1973). Nuclear DNA amounts in Pacific Crustacea. Chromosoma 43: 225-236.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Eurypanopeus depressus,Mud crab,3.01,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Menippe mercenaria,Stone crab,2.66,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Neopanope sp.,Mud crab,2.66,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Neopanope texana,Texas mud crab,2.87,,FD,WB,NS (V),"Rheinsmith, E.L., R. Hinegardner, and K. Bachmann (1974). Nuclear DNA amounts in Crustacea. Comparative Biochemistry and Physiology 48B: 343-348.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Xantho incisus,Crab,4.92,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Decapoda,Xanthidae,Xantho pilipes,Crab,11.77,,FCM,MC,AAR,"Bonnivard, E., O. Catrice, J. Ravaux, S.C. Brown, and D. Higuet (2009). Survey of genome size in 28 hydrothermal vent species covering 10 families. Genome 52: 524-536.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia crystallorophias,Ice krill,32.89,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia crystallorophias,Ice krill,35.60,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia frigida,Krill,34.74,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia frigida,Krill,34.93,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia superba,Antarctic krill,48.53,,FCM,L,OM,"Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
Arthropoda,Crustacea,Malacostraca,Euphausiacea,Euphausiidae,Euphausia superba,Antarctic krill,48.96,,FIA,G,"GD, OM","Jeffery, N.W. (2012). The first genome size estimates for six species of krill (Malacostraca, Euphausiidae): large genomes at the north and south poles. Polar Biology 35: 959窶962.",,
